text,sentiment
 haha thanks  its for history and its on how the invention of television has influence america lol,2
 yea so wassup,1
stupid jobs  idk what to do ,0
shopped til i dropped    come bac sunshine i miss u,0
 like your pics  lucky girl  again,2
 thank you   i ve had anxiety issues for years so i think if i can make it through the first couple of days then i will be fine ,1
around  hours left until a  day weekend and i have waaaay too much work to do ,1
feeling loved   my mom got me a nikon cool pix for my birthday    ,2
 there were attempts to somehow extend inner classes  which would be close to  closure  can t find the ref atm,1
 yes  join us  all we require is a cupcake donation   ,1
i have such a hard time talking to new people    i am pretty sure i didn t make a good impression     ,0
 haha  yup  but still have a terrible headache and super swollen and puffy eyes  i dont think im going out today ugh ,0
 can t access your site ,1
and the sun is shinning         at last,2
we are on the slowest train ever  it stops everywhere  missed a quick train by a few minutes,0
 nup no cd either   just a whole bunch of zeros and ones you can have for free,1
my graduation day    and i feel like a failure   ,1
ops   that lol wasnt supposed to got to twitter,1
i don t think i ve ever been so tierd in my life ugh goodnight so sleeping in tomorrow,0
 what are u going to do today my girl ,1
why doesnt he want me anymore,0
bad hair day,0
     headache,0
sorry guys i didn t sign in for a while  sorry ,0
 i am just  okay okay     like the rest of the sane population in the world  i hate mondays,1
mozart s requiem ,1
 i think i am a bit  in love with his creations and wit but not that physically attracted to him although he has great style,1
amichael hey  thanks for another great day  i m going to sleep now  i ll chat with you tomorrow   sweet dreams ,2
 i bet its cool down in sr  huh  it s not here  i haven t stopped sweating since noon when dad and i were packing,0
 ohshnapsss  is she pissed at blair as usual   hahah    yeeeah  i bake cookies,1
 no bueno   hollykins needs to feel better asap   p s  i miss you   you done with uni soon aren t you   soproudofyou ,1
    cool  you and your mother have awesome hair styles   wish her a happy mother s day ,2
happy mother s day mothers ,2
    my expression watching this again  ,1
stupid bipolar weather ruined my day off,0
 i didn t want to tell you but i think it s your body odour,0
 nice beta for easports still no news on the online for madden,1
 thats pretty bad quality and probably the worst pic u posted till date,0
i missed your calls,0
 unfortunately for us it looks like there are no funny people on twitter  should we move to fb or start our own   flitter,0
just came back from karaoke   eating dinner with emily  it was sooooo much fun,2
 discrimination is not a bad thing  i ve learned to say no  my children would say i mastered that years ago,2
 sure i can talk    the fabulous      part though is out  sorry dear,1
 did you see the  sec clip of the new moon trailer   its up on etonline com    check it out  its a big tease  though,0
just got back from working out  i m feeling pretty good  work at  ,2
ahhh my satz blend didn t save,1
 so    why should that matter  i bet you would be great at it  i do    it s what you love  right  why not go for it ,2
dh is just about finished making his giant trio candy bar  thank the heavens  his work mates are in for a treat tomorrow ,2
my ear are popping ,1
working on diffusing that irritation but this traffic sure isn t helping  mother f  it s always real bad the days th  i help plan stuff,0
 i submitted my resume the same day and saw no answer back  oh well   ,0
catching up on  weeks of lost and grey s      house is quiet again ,1
i love when ryans a housewife  makes me smile ,2
sooo     i m kinda o sick n tired of the bs that guys dish out          ,0
 boo    i was hoping for a fake alien story with a tinfoil covered beachball photo,0
 hey phillll  wazzuppppp  ,1
missed out on westcott micro apollo too,0
     great   you can buy me lunch when i get my    pay cut next month  ,2
finally gone to the beach  yeaaaah ,2
ranjan did i ever mention what a nice and awesome dude you are ,2
last weekday of doing nothing  school starts next week   ,1
 hello gorgeous girl  nice new pic   how are you today,2
ok that      duet was hysterical lol,2
ok  i have to turn off all of my twitter device updates until i get a new battery  phone goes from fully charged to dead in about  hours,1
michelle is a hot mama with chichis grande,1
 either way  you always tend to make my  followfriday list  sweetie   you do rock that much,2
 no one i know likes boiled peanuts t ,1
watched  episode of   loved how they did a throwback to the first episode  using the sprinkler theory,2
i m sleepy but is feeling under the weather  ugh  these      tonsils  i need some company or somebody to talk too ,0
 please get a cell phone with a better camera on it    your pictures are real bad quality compared to those that miley took,1
ichigo she tried to carry on aswell  bless  i suppose maybe that s why kids shouldn t be in it ,2
booziest weekend in a long time  good fun though ,2
counting the hours of lost sunshine until the weekend,0
planning  and trying to call the doctor  though that isn t going so well  so mostly  planning,0
 hoooray   i m hooked already,1
 ok then have a good day,2
 i agree  everybody would ve been excited and then it goes    ohhhh nooooo      ms screws up again  ,1
edge left me off the contributors list in this month s issue   x ffs     werd,1
 ooo growl and yummy time coming soon for you too huh oh yeah  i have been hunting for a combo tshirt  think i can find one   no,1
im back to this z index problem   again,0
is anyone out there    so bored at work   ,0
am hating my life at the moment  there s only so many nos my delicate little mind can take,0
  check out and started new tee s  limited edition in different ways    check facebook group too,1
  they  being the husband or the girl ,1
thinking of what i should do in vegas    any good ideas or places that are a most see   ,1
first day of summer sucks     its overcast and cold     this isn t summer        ,0
   hi to one kiwi artist from another kiwi artist,1
says happy mother s day to all moms out there  ,2
 oooo ok   why  havent you accepted my friends request,1
sorry to tweet about bgt but poor wonderful crazy weird greg  so not fair  the silly little girl is never going to cope  urgh  not fair ,0
 no,1
michele thanks for that   am now following them   love good causes,2
 not available in my area  i would too,0
its friday  only  more hours until i m free      until tomorrow   oh well,1
meeting just in time that iã â â½m trying to win something  prize s friday ,1
waiting for     having cramps,0
philosophy final today  thank you  it s  days now    ,2
 s plans didn t go as followed  but its ok,1
 what did you do   let me guess    you skipped sports and bought a new pinkish outfit ,1
where is the rain please come out,1
 my pleasure,1
 presentation for senior boards  fml,0
 lol i know but it was just so funny  ahaha,2
wide awake and grouchy as      ,0
just when i thought things couldn t get any worse  it just did  and it will get even worse tonight  i bet   my life is a misery ,0
 i don t have the app that does it,1
 lol hi emmy  latin would help me study for the aptitude tests to get into grad school    thats why i wanna take it,2
